Latitude,Longitude,Soil Type,Temperature (°C),Humidity (%),Month,Recommended Crop
11.1815,76.2976,Saline,34.6,84,February,Maize
11.0527,76.0987,Arid,39.5,49,February,Cotton
11.0101,76.7652,Arid,15.3,86,February,Maize
11.2203,76.5117,Red,37.0,34,March,Wheat
10.5599,76.1908,Black,38.0,64,March,Cotton
10.9805,76.7291,Forest,19.2,85,March,Vegetables
11.1296,76.2012,Saline,33.9,30,March,Fruits
10.9895,76.3088,Peaty,32.5,37,March,Rice
11.0453,76.5731,Alluvial,25.8,64,March,Wheat
11.1664,76.1297,Laterite,15.9,34,March,Wheat
11.0911,75.8797,Red,33.3,60,March,Wheat
10.541,76.7352,Alluvial,24.7,80,March,Wheat
10.4257,76.4185,Black,23.5,77,March,Millets
10.8639,76.4188,Laterite,38.6,40,March,Wheat
11.0968,75.8694,Peaty,28.7,54,March,Fruits
10.6108,76.4215,Forest,33.7,84,March,Wheat
11.1678,76.3878,Alluvial,36.7,66,March,Cotton
10.8327,76.037,Black,30.4,38,March,Millets
10.7876,76.3742,Red,39.2,32,March,Maize
11.3131,76.5628,Black,32.3,81,March,Cotton
10.5787,76.4033,Red,18.3,87,March,Cotton
10.9679,76.4235,Arid,19.9,63,March,Pulses
11.2471,76.2732,Alluvial,28.0,49,March,Cotton
11.3477,75.8859,Forest,26.6,72,March,Vegetables
10.8498,75.9686,Arid,22.9,51,March,Wheat
11.1621,76.5486,Red,34.1,87,March,Wheat
10.7395,76.5727,Red,27.0,55,March,Cotton
10.4235,76.421,Forest,15.1,44,March,Cotton
10.7882,76.4653,Alluvial,15.3,35,April,Fruits
10.9006,76.1588,Alluvial,35.7,57,April,Rice
11.2338,76.6356,Alluvial,22.1,69,April,Fruits
11.1804,76.4865,Red,17.7,89,April,Wheat
10.598,76.1387,Arid,20.7,70,April,Pulses
11.1357,76.7524,Saline,18.6,84,April,Wheat
11.1574,75.9766,Forest,21.8,56,April,Wheat
10.8236,76.3706,Alluvial,27.8,34,April,Pulses
10.8961,76.6146,Alluvial,37.9,86,April,Sugarcane
11.0849,76.0496,Alluvial,26.4,61,April,Sugarcane
10.5586,76.2184,Alluvial,16.0,46,April,Millets
11.0782,76.0256,Black,26.4,51,April,Pulses
11.282,76.3155,Forest,31.7,37,April,Sugarcane
11.3363,75.8055,Red,34.9,71,April,Vegetables
11.1869,76.293,Red,38.0,31,April,Millets
10.7651,75.9236,Black,23.1,59,April,Rice
10.9439,76.2521,Laterite,38.2,69,April,Sugarcane
11.3099,76.25,Peaty,37.5,81,April,Sugarcane
10.3737,76.3929,Red,24.2,84,April,Maize
11.1657,76.0305,Black,18.2,71,April,Sugarcane
10.4421,75.773,Peaty,27.1,87,April,Sugarcane
11.0996,76.4746,Black,34.7,52,April,Pulses
10.7435,76.132,Arid,32.3,90,April,Rice
10.9319,75.8853,Alluvial,36.0,69,April,Vegetables
11.3131,76.516,Black,37.9,84,April,Cotton
10.3596,76.01,Black,29.2,90,May,Fruits
11.22,76.4081,Forest,29.3,47,May,Fruits
10.6996,76.724,Alluvial,20.5,84,May,Wheat
11.324,76.4226,Alluvial,39.5,74,May,Sugarcane
10.7282,76.1742,Saline,22.2,44,May,Wheat
11.2999,75.9042,Laterite,39.2,77,May,Vegetables
11.051,76.6082,Laterite,19.5,41,May,Wheat
11.0627,76.476,Arid,34.4,73,May,Fruits
10.7253,76.4073,Peaty,36.1,75,May,Sugarcane
10.4796,76.6083,Laterite,37.5,62,May,Maize
10.7801,75.9004,Black,32.4,45,May,Millets
11.2554,75.8262,Peaty,15.3,44,May,Vegetables
11.2647,75.7978,Alluvial,33.8,89,May,Sugarcane
11.0925,76.4022,Alluvial,20.2,90,May,Pulses
11.0658,76.133,Red,39.3,64,May,Fruits
10.4255,76.2544,Peaty,30.4,87,May,Sugarcane
10.885,75.7989,Black,36.3,55,May,Millets
10.7079,76.1438,Laterite,34.4,79,May,Fruits
11.1489,76.5562,Peaty,39.0,76,May,Sugarcane
10.3702,76.2717,Alluvial,25.0,65,May,Fruits
11.2529,76.7494,Forest,15.0,62,May,Sugarcane
10.8715,76.2621,Saline,28.6,74,May,Cotton
10.376,76.6795,Red,35.5,88,May,Sugarcane
11.2347,76.1199,Alluvial,34.2,88,May,Sugarcane
11.2922,75.9869,Alluvial,19.8,59,May,Rice
11.056,76.5677,Black,18.8,74,June,Pulses
10.4726,75.9556,Alluvial,36.5,54,June,Cotton
10.5812,76.4993,Alluvial,31.3,78,June,Rice
10.4871,76.2954,Forest,16.8,78,June,Millets
11.2808,75.8094,Saline,35.0,88,June,Cotton
10.6101,76.3319,Arid,17.3,61,June,Millets
11.2078,76.0434,Arid,20.9,55,June,Maize
10.8592,76.201,Laterite,24.5,54,June,Pulses
11.2276,75.8764,Red,33.1,64,June,Maize
10.7988,76.5966,Alluvial,35.5,35,June,Vegetables
10.4325,76.5731,Alluvial,20.8,35,June,Wheat
11.0048,76.1707,Forest,32.2,31,June,Vegetables
11.3291,76.046,Saline,39.0,57,June,Pulses
11.1251,76.0545,Arid,30.8,38,June,Cotton
10.5453,76.7227,Arid,17.5,48,June,Vegetables
10.423,75.955,Peaty,21.1,71,June,Sugarcane
10.5031,76.3482,Black,26.6,68,June,Maize
11.2065,76.1908,Forest,20.7,36,June,Cotton
10.3514,76.7252,Arid,32.1,75,June,Maize
11.2165,76.4597,Saline,21.1,87,June,Wheat
10.4853,75.8613,Laterite,15.8,63,June,Pulses
10.7568,75.8391,Black,15.6,58,June,Rice
11.3219,76.229,Saline,29.3,74,June,Fruits
10.9364,76.5555,Alluvial,18.7,46,June,Vegetables
10.6842,75.9773,Alluvial,32.9,40,June,Cotton
11.1451,76.0987,Black,18.5,74,July,Vegetables
11.2235,76.4088,Black,19.0,49,July,Wheat
10.4405,76.2711,Black,38.9,43,July,Sugarcane
10.5589,75.8936,Alluvial,15.4,36,July,Pulses
10.803,76.0655,Peaty,24.9,52,July,Fruits
10.3727,76.4287,Peaty,25.8,70,July,Wheat
10.5958,76.4657,Laterite,18.2,51,July,Fruits
10.7138,76.4311,Peaty,28.3,73,July,Sugarcane
11.1791,76.628,Arid,31.3,69,July,Cotton
11.1075,76.0276,Alluvial,33.7,47,July,Vegetables
11.3095,75.7817,Black,25.6,32,July,Millets
11.0018,75.9252,Peaty,22.6,47,July,Sugarcane
11.31,76.6332,Alluvial,17.9,45,July,Cotton
10.6704,76.6396,Saline,24.5,84,July,Cotton
10.4704,76.194,Laterite,34.5,88,July,Millets
10.4398,76.0109,Alluvial,29.1,79,July,Rice
11.0851,76.4635,Saline,22.8,40,July,Maize
10.768,76.5901,Alluvial,20.9,51,July,Fruits
10.5187,76.6421,Laterite,19.2,40,July,Millets
10.4692,75.8532,Laterite,29.8,46,July,Wheat
10.9589,76.7507,Peaty,35.4,50,July,Fruits
10.6176,75.8091,Black,19.1,76,July,Millets
11.0753,76.3123,Black,15.6,70,July,Maize
11.1285,76.6713,Alluvial,31.9,86,July,Rice
10.7406,76.0761,Arid,22.3,41,July,Pulses
10.3933,76.2793,Forest,22.0,60,August,Rice
10.6988,75.9335,Saline,20.7,52,August,Millets
11.2957,75.996,Alluvial,31.1,49,August,Pulses
10.8276,76.2134,Arid,36.4,86,August,Maize
11.3249,75.8452,Alluvial,34.3,54,August,Pulses
10.7564,76.6423,Laterite,39.8,81,August,Vegetables
10.6114,76.2331,Saline,38.4,43,August,Wheat
11.0047,76.1434,Black,40.0,38,August,Cotton
10.9727,75.9344,Red,34.1,82,August,Fruits
11.1438,76.1187,Black,36.8,49,August,Cotton
10.4068,76.3053,Peaty,16.5,89,August,Wheat
10.9238,76.4034,Black,19.2,75,August,Fruits
11.0131,76.6278,Forest,34.4,53,August,Wheat
10.774,75.7769,Saline,22.1,61,August,Wheat
10.6767,75.7817,Saline,20.1,61,August,Cotton
11.1998,76.5436,Saline,19.8,53,August,Vegetables
10.7867,76.3778,Arid,29.7,34,August,Millets
10.7768,76.0028,Alluvial,15.1,30,August,Pulses
11.234,76.2513,Red,19.8,87,August,Maize
10.9899,76.5597,Arid,31.3,72,August,Vegetables
10.9008,76.6068,Alluvial,20.3,58,August,Millets
10.9992,76.2085,Forest,19.8,41,August,Rice
11.3217,76.52,Alluvial,18.5,72,August,Vegetables
10.622,76.3242,Saline,30.8,76,August,Pulses
10.9433,76.2858,Alluvial,18.3,58,August,Wheat
10.8644,76.1835,Arid,20.6,43,September,Maize
10.4598,76.7231,Laterite,28.7,49,September,Fruits
11.1924,75.8427,Forest,32.5,36,September,Wheat
10.4627,76.2129,Laterite,35.7,87,September,Rice
11.1103,76.4061,Black,18.9,79,September,Millets
11.1338,76.7685,Forest,24.7,46,September,Vegetables
11.0497,76.5777,Arid,36.1,54,September,Cotton
10.3909,76.1951,Black,36.1,51,September,Pulses
10.5234,76.1184,Alluvial,25.0,45,September,Fruits
10.7096,76.4353,Red,28.2,36,September,Millets
10.4389,75.8468,Peaty,22.8,38,September,Sugarcane
11.3298,76.6131,Arid,15.9,80,September,Fruits
10.505,76.0769,Saline,28.2,61,September,Vegetables
10.439,76.5388,Forest,30.8,82,September,Millets
11.232,76.321,Forest,23.9,82,September,Fruits
11.1338,76.1597,Peaty,35.7,82,September,Sugarcane
10.5409,75.9485,Black,25.2,55,September,Vegetables
11.2319,75.9416,Saline,29.3,63,September,Pulses
10.5308,76.011,Forest,35.4,35,September,Cotton
10.7676,76.7096,Laterite,35.0,77,September,Wheat
10.922,76.362,Alluvial,16.7,50,September,Wheat
10.5271,76.5522,Laterite,33.2,76,September,Rice
10.626,76.4787,Black,27.0,73,September,Pulses
10.6664,76.024,Peaty,31.8,53,September,Cotton
10.9873,76.0617,Black,35.6,72,September,Cotton
11.2456,76.7654,Laterite,33.2,68,October,Wheat
10.7438,76.2749,Forest,18.5,47,October,Rice
11.3292,75.7893,Arid,32.7,78,October,Cotton
10.5388,76.4016,Saline,32.8,74,October,Vegetables
11.1844,76.4122,Arid,38.4,56,October,Fruits
10.5838,75.9773,Arid,36.5,81,October,Wheat
11.0489,76.2086,Peaty,35.6,43,October,Sugarcane
10.5261,75.7862,Black,18.1,69,October,Rice
10.83,76.0591,Red,18.1,36,October,Vegetables
10.6226,75.8523,Forest,39.2,79,October,Sugarcane
10.4555,76.5788,Saline,26.2,50,October,Pulses
11.3384,76.7035,Red,27.8,65,October,Sugarcane
10.4193,76.6736,Arid,26.6,58,October,Sugarcane
11.3267,75.8941,Black,30.5,65,October,Cotton
10.9564,76.5931,Peaty,27.5,87,October,Sugarcane
10.825,76.2345,Forest,36.8,84,October,Fruits
10.4705,76.7386,Alluvial,37.1,51,October,Wheat
10.6451,76.2305,Red,24.0,59,October,Sugarcane
10.467,76.6178,Black,28.1,32,October,Millets
10.4355,76.5099,Arid,37.7,62,October,Sugarcane
11.0534,76.2562,Red,31.6,39,October,Millets
10.5197,76.4634,Peaty,37.1,35,October,Cotton
11.3023,76.6379,Peaty,17.6,83,October,Cotton
11.2108,76.2963,Black,37.6,54,October,Fruits
10.5072,76.6952,Arid,19.3,34,October,Maize
11.0751,75.944,Forest,29.5,85,November,Pulses
10.7094,76.7133,Forest,15.4,59,November,Rice
11.0094,76.3677,Forest,19.2,53,November,Fruits
10.6848,76.3641,Forest,20.3,31,November,Sugarcane
10.489,76.3998,Arid,16.8,58,November,Vegetables
10.5773,75.8881,Peaty,17.0,57,November,Vegetables
10.5103,76.7261,Red,33.2,34,November,Millets
10.603,76.6089,Black,30.4,32,November,Millets
10.9459,76.0147,Saline,38.3,51,November,Wheat
10.3737,76.3169,Black,25.8,47,November,Millets
10.7044,76.7112,Alluvial,28.4,90,November,Sugarcane
10.8503,76.6608,Arid,26.0,68,November,Rice
10.8846,76.3121,Peaty,15.6,46,November,Rice
10.8552,76.0424,Laterite,27.1,32,November,Pulses
10.4359,76.7187,Peaty,35.3,50,November,Rice
11.1791,75.9614,Laterite,37.3,68,November,Maize
11.1221,76.7678,Red,18.8,43,November,Fruits
10.5681,75.7884,Black,29.4,46,November,Millets
10.3581,76.5903,Black,26.1,39,November,Millets
11.2765,76.1811,Saline,36.2,64,November,Rice
11.2103,76.0396,Black,24.9,65,November,Rice
10.4836,75.975,Peaty,34.1,38,November,Vegetables
11.0599,76.4452,Saline,19.4,41,November,Sugarcane
11.2942,76.4146,Forest,25.5,74,November,Sugarcane
10.4022,76.1871,Laterite,36.2,34,November,Cotton
10.3616,76.3552,Saline,37.4,60,December,Sugarcane
10.7057,76.008,Black,37.5,47,December,Fruits
11.0825,76.2496,Saline,33.5,31,December,Cotton
10.5459,76.0215,Black,20.0,45,December,Millets
11.1178,76.3645,Peaty,39.4,34,December,Fruits
10.631,76.3318,Peaty,23.7,44,December,Vegetables
10.6054,76.169,Forest,19.5,86,December,Rice
10.9926,76.0094,Peaty,26.6,36,December,Maize
10.7154,76.4528,Saline,28.1,77,December,Sugarcane
10.4118,76.0724,Laterite,19.4,68,December,Wheat
10.437,76.0052,Arid,29.0,30,December,Rice
10.5253,76.429,Saline,28.6,43,December,Pulses
11.3199,76.377,Saline,35.3,74,December,Wheat
11.1348,76.3761,Arid,15.5,47,December,Vegetables
10.622,76.2194,Black,16.8,72,December,Millets
10.894,76.4241,Arid,20.9,86,December,Millets
10.509,75.8075,Alluvial,30.3,82,December,Sugarcane
10.8576,75.8403,Alluvial,19.5,76,December,Wheat
10.5567,76.2169,Laterite,17.9,36,December,Fruits
10.7931,75.8569,Saline,26.0,47,December,Cotton
10.4966,76.5896,Laterite,22.6,45,December,Cotton
10.5801,76.209,Arid,29.0,52,December,Millets
10.4091,75.9218,Laterite,35.8,87,December,Maize
10.8362,76.2534,Saline,37.9,84,December,Vegetables
10.6749,75.9509,Saline,27.3,85,December,Cotton
26.8193,77.5564,Saline,16.2,56,January,Pulses
27.043,78.0419,Alluvial,38.4,49,January,Sugarcane
26.8164,77.9866,Saline,31.5,76,January,Millets
26.7505,77.5898,Black,34.3,63,January,Cotton
27.692,78.4989,Arid,27.6,54,January,Maize
27.5914,78.1568,Forest,38.2,63,January,Fruits
26.9263,77.7172,Forest,20.2,86,January,Pulses
26.8697,77.6435,Forest,19.4,73,January,Wheat
27.192,77.6352,Black,23.5,76,January,Millets
27.2706,78.4005,Peaty,19.5,50,January,Cotton
26.7906,77.7837,Forest,35.4,77,January,Wheat
26.8049,77.6338,Red,17.8,62,January,Rice
26.9332,78.1655,Saline,36.9,44,January,Rice
26.7252,77.8427,Arid,37.5,61,January,Maize
27.5254,77.6345,Arid,21.7,47,January,Cotton
27.1468,78.2299,Red,17.4,46,January,Rice
27.5171,78.3954,Laterite,15.8,54,January,Millets
27.1056,78.354,Arid,32.1,82,January,Fruits
27.5529,78.2321,Black,25.1,80,January,Vegetables
27.0632,77.5402,Arid,38.1,50,January,Vegetables
27.3609,78.3788,Arid,40.0,66,January,Pulses
27.0479,78.3192,Peaty,20.2,86,January,Pulses
27.3509,77.9871,Black,38.5,80,January,Cotton
26.9749,78.4566,Peaty,25.1,35,January,Sugarcane
26.8468,77.9158,Arid,32.6,69,January,Maize
27.466,77.8638,Black,35.9,83,February,Cotton
27.701,78.4129,Peaty,33.9,85,February,Sugarcane
27.5234,77.9086,Forest,15.2,41,February,Vegetables
27.3049,78.3311,Peaty,33.4,53,February,Maize
27.017,77.5634,Forest,31.2,46,February,Wheat
27.4356,78.3374,Red,31.9,36,February,Millets
27.1545,77.7508,Peaty,25.2,60,February,Vegetables
26.9515,77.7771,Black,32.3,77,February,Cotton
27.385,78.3801,Red,22.0,80,February,Sugarcane
27.1577,77.6438,Saline,20.5,38,February,Sugarcane
27.5072,78.2751,Red,29.8,85,February,Rice
27.0326,78.2988,Black,24.2,81,February,Maize
27.4163,77.5608,Alluvial,35.7,46,February,Millets
26.9185,78.1994,Red,17.1,60,February,Millets
26.9045,77.9365,Peaty,28.8,37,February,Sugarcane
26.8462,78.2036,Peaty,16.7,74,February,Millets
27.6285,77.512,Saline,18.7,58,February,Millets
27.346,78.4297,Forest,22.0,90,February,Sugarcane
27.4885,77.7843,Forest,28.3,61,February,Vegetables
27.3813,78.2907,Black,20.7,36,February,Millets
26.8585,77.8449,Red,39.2,80,February,Pulses
26.7496,78.022,Peaty,31.0,34,February,Rice
27.2979,78.3015,Red,24.1,45,February,Millets
26.8641,77.9207,Laterite,22.3,35,February,Maize
27.5407,77.5524,Black,31.1,83,February,Cotton
27.6434,78.3515,Red,15.2,81,March,Vegetables
27.1745,77.6391,Black,21.6,37,March,Millets
27.5775,78.0002,Black,35.9,74,March,Cotton
27.0506,78.4108,Red,19.3,41,March,Maize
26.822,78.1522,Black,33.4,82,March,Cotton
27.0456,78.1145,Arid,35.2,38,March,Maize
26.8907,77.8995,Laterite,21.6,87,March,Pulses
26.9691,78.113,Black,18.2,83,March,Vegetables
26.8776,77.5429,Red,16.7,49,March,Pulses
26.9116,77.9888,Black,19.1,39,March,Rice
27.6453,78.1268,Alluvial,33.9,85,March,Sugarcane
27.7013,78.4354,Alluvial,36.6,31,March,Fruits
27.6475,78.0837,Alluvial,18.4,37,March,Wheat
27.5097,78.0623,Arid,39.9,84,March,Rice
27.5852,78.0663,Laterite,23.9,32,March,Wheat
27.5834,78.4473,Arid,17.8,75,March,Fruits
26.7412,78.1592,Saline,17.3,48,March,Fruits
26.9749,78.0866,Alluvial,33.2,61,March,Fruits
27.4922,77.6833,Black,20.0,52,March,Millets
27.2096,78.4839,Peaty,32.9,68,March,Millets
27.0322,77.6717,Alluvial,30.7,86,March,Sugarcane
27.5289,77.7427,Arid,35.7,46,March,Millets
26.7477,78.4538,Laterite,18.4,84,March,Wheat
26.9739,77.829,Black,29.9,64,March,Fruits
27.5245,77.8238,Alluvial,27.9,37,March,Maize
27.0427,77.7746,Laterite,26.2,55,April,Vegetables
27.6397,77.9679,Peaty,17.7,73,April,Pulses
26.7965,78.0801,Red,31.6,32,April,Millets
27.6634,78.1802,Saline,20.9,58,April,Cotton
26.795,78.2202,Peaty,15.4,81,April,Vegetables
27.6207,77.8464,Forest,16.3,52,April,Rice
26.7599,78.4163,Arid,32.3,42,April,Fruits
26.7202,78.2872,Saline,34.9,82,April,Rice
26.9794,77.9758,Laterite,32.9,40,April,Cotton
27.1911,77.5161,Peaty,20.2,61,April,Rice
27.3303,77.9093,Alluvial,26.2,86,April,Sugarcane
27.5557,77.5335,Laterite,36.0,50,April,Sugarcane
26.8957,77.8084,Arid,21.9,87,April,Wheat
26.8477,77.5345,Red,32.1,60,April,Maize
27.2379,78.4593,Black,15.8,59,April,Rice
27.4042,78.3295,Arid,26.5,56,April,Vegetables
27.0271,78.1098,Laterite,34.3,64,April,Vegetables
27.078,77.8481,Saline,29.0,52,April,Millets
27.5424,78.3714,Forest,34.5,70,April,Fruits
26.7466,78.4537,Alluvial,21.2,52,April,Rice
27.4491,78.1174,Alluvial,31.4,90,April,Sugarcane
27.5541,78.1746,Red,18.1,76,April,Pulses
27.3783,77.9625,Saline,27.5,72,April,Millets
26.9001,78.3222,Forest,21.9,41,April,Maize
26.9731,78.4089,Peaty,27.0,58,April,Cotton
27.1946,78.2808,Forest,17.2,58,May,Vegetables
27.6275,78.4773,Black,24.8,43,May,Millets
26.7517,78.0068,Laterite,38.0,35,May,Fruits
27.3011,78.2386,Saline,33.2,90,May,Maize
27.4262,78.3393,Arid,33.8,31,May,Rice
27.6381,77.5887,Black,33.4,81,May,Cotton
27.4265,77.8232,Peaty,37.2,67,May,Vegetables
27.0214,77.8468,Laterite,35.4,48,May,Fruits
27.1538,77.8985,Alluvial,27.2,50,May,Wheat
27.0962,78.0342,Peaty,39.9,65,May,Cotton
27.0044,78.0676,Laterite,16.0,64,May,Vegetables
27.2298,77.7825,Alluvial,39.6,34,May,Vegetables
27.3413,78.3748,Arid,24.2,33,May,Sugarcane
27.4889,78.2365,Arid,22.2,80,May,Pulses
26.7242,77.6252,Alluvial,32.1,46,May,Maize
27.2571,77.5853,Forest,18.0,90,May,Cotton
27.1323,78.1639,Arid,23.8,56,May,Millets
27.1568,77.6647,Alluvial,26.8,35,May,Fruits
27.585,77.9315,Saline,27.0,67,May,Sugarcane
27.0808,77.7167,Arid,30.8,88,May,Rice
26.8197,78.2288,Forest,21.8,75,May,Millets
27.2939,77.923,Alluvial,17.0,56,May,Vegetables
27.5631,77.5288,Laterite,34.3,90,May,Wheat
27.33,78.3861,Forest,28.0,74,May,Fruits
27.5206,78.2139,Laterite,33.2,33,May,Maize
26.77,78.5058,Peaty,31.2,83,June,Sugarcane
27.1725,77.6356,Forest,18.0,36,June,Sugarcane
27.6692,78.0997,Red,36.1,79,June,Rice
27.0868,78.0849,Forest,38.5,87,June,Sugarcane
27.3505,77.6505,Red,39.4,74,June,Sugarcane
26.8843,78.2476,Black,39.5,52,June,Sugarcane
27.0236,78.1458,Laterite,36.7,61,June,Pulses
27.3242,77.6742,Alluvial,16.0,41,June,Maize
27.4056,78.1593,Alluvial,18.5,84,June,Fruits
27.3479,77.6853,Red,35.5,49,June,Cotton
27.6698,78.4565,Laterite,21.7,71,June,Sugarcane
26.7201,78.3611,Arid,29.2,56,June,Pulses
27.2032,77.5729,Peaty,38.5,89,June,Sugarcane
26.9131,78.2756,Arid,29.3,85,June,Cotton
26.7715,77.8438,Forest,35.3,44,June,Cotton
27.1998,78.3968,Saline,23.5,30,June,Sugarcane
27.1551,77.9286,Black,32.5,72,June,Cotton
26.9301,78.1611,Black,33.3,76,June,Cotton
27.4305,78.0632,Alluvial,20.1,40,June,Sugarcane
26.9811,78.0719,Saline,26.8,88,June,Maize
27.2223,78.3171,Black,36.9,54,June,Vegetables
27.5211,77.607,Laterite,19.0,56,June,Rice
26.9728,78.1929,Alluvial,21.4,62,June,Sugarcane
27.2931,78.1399,Forest,22.7,69,June,Vegetables
27.593,78.3944,Arid,26.6,47,June,Pulses
27.2552,78.1845,Saline,22.9,58,July,Sugarcane
27.5311,78.1218,Red,16.5,35,July,Maize
27.5834,77.8868,Forest,37.9,79,July,Millets
27.4427,78.173,Peaty,26.2,33,July,Fruits
27.0116,78.1409,Saline,25.4,56,July,Millets
26.9524,77.7789,Saline,27.2,47,July,Fruits
27.5629,77.5421,Forest,26.4,57,July,Rice
26.9082,78.4848,Red,20.4,56,July,Vegetables
27.0533,77.9728,Black,38.4,73,July,Cotton
27.2092,77.885,Saline,28.9,72,July,Sugarcane
26.73,78.0266,Alluvial,29.1,72,July,Rice
27.5124,77.6229,Peaty,38.3,56,July,Sugarcane
27.2714,77.6709,Arid,17.8,49,July,Millets
26.9684,78.0699,Arid,18.3,80,July,Wheat
27.3054,78.0888,Saline,28.9,71,July,Fruits
26.7086,77.7474,Laterite,27.8,45,July,Fruits
27.049,77.9312,Saline,33.6,45,July,Fruits
27.4887,78.453,Saline,16.7,83,July,Rice
26.7866,78.0706,Laterite,20.2,69,July,Maize
26.842,77.7035,Peaty,37.2,31,July,Millets
27.5988,78.094,Forest,39.3,53,July,Cotton
27.088,77.6881,Alluvial,34.1,65,July,Rice
27.2899,78.0715,Red,23.7,73,July,Pulses
27.3557,77.7716,Laterite,18.7,55,July,Vegetables
27.2434,77.6173,Black,21.0,51,July,Cotton
27.6928,77.9844,Saline,22.9,46,August,Cotton
27.3068,77.8656,Alluvial,17.9,32,August,Pulses
26.7168,77.7244,Red,37.7,86,August,Pulses
26.801,78.4941,Alluvial,16.7,89,August,Cotton
26.9702,78.2338,Peaty,23.0,42,August,Fruits
27.2826,77.7656,Arid,30.1,52,August,Pulses
27.4214,78.3095,Arid,38.3,47,August,Sugarcane
26.8904,78.3529,Laterite,23.0,80,August,Maize
27.177,78.1156,Saline,24.2,32,August,Wheat
26.9822,78.2556,Black,37.8,35,August,Wheat
26.7452,78.4746,Peaty,36.6,37,August,Fruits
27.1349,77.5889,Peaty,38.1,51,August,Wheat
27.6319,78.1947,Forest,17.7,63,August,Wheat
27.2602,77.5964,Arid,24.1,49,August,Maize
27.6351,78.3113,Red,33.2,86,August,Vegetables
27.1525,77.6627,Arid,31.2,43,August,Maize
27.2842,77.9852,Alluvial,28.9,50,August,Sugarcane
27.0027,77.7115,Red,31.1,55,August,Rice
26.7881,77.6351,Peaty,25.9,87,August,Sugarcane
26.9745,77.7027,Red,18.3,74,August,Rice
27.068,77.6952,Laterite,34.5,45,August,Pulses
26.7569,78.3562,Laterite,25.7,66,August,Wheat
27.5771,77.9135,Alluvial,31.6,73,August,Rice
26.8094,78.2685,Arid,19.7,73,August,Rice
26.9928,77.5148,Black,19.2,59,August,Fruits
26.8767,78.0481,Forest,23.9,67,September,Pulses
26.741,78.3653,Black,23.1,80,September,Cotton
27.3309,78.0981,Laterite,19.1,83,September,Sugarcane
27.5068,78.2585,Black,23.9,75,September,Maize
26.7181,78.4845,Arid,30.7,72,September,Wheat
27.3352,77.973,Alluvial,37.1,52,September,Rice
27.1909,78.3068,Arid,26.3,90,September,Maize
26.9022,78.2648,Arid,36.9,65,September,Wheat
27.2503,77.5651,Forest,31.2,51,September,Maize
26.9231,77.5667,Saline,28.5,60,September,Millets
27.54,78.3669,Black,23.9,60,September,Rice
27.5478,77.5611,Arid,31.0,81,September,Vegetables
26.9664,77.8297,Red,31.7,83,September,Millets
27.6647,78.1246,Black,27.9,54,September,Maize
27.5345,78.4857,Alluvial,33.2,33,September,Vegetables
26.9372,77.9473,Laterite,36.1,70,September,Vegetables
27.0482,78.1502,Red,37.7,38,September,Rice
27.1864,77.7089,Saline,35.1,43,September,Pulses
27.353,77.614,Red,31.4,84,September,Millets
27.1808,78.3206,Alluvial,31.9,56,September,Maize
27.3387,77.8239,Forest,26.4,54,September,Cotton
27.4305,78.3602,Black,25.6,46,September,Millets
26.7885,77.813,Forest,22.5,85,September,Sugarcane
27.5116,78.0598,Red,15.0,42,September,Vegetables
27.3103,78.1309,Alluvial,24.9,80,September,Vegetables
26.8423,78.0737,Red,30.0,34,October,Millets
26.9723,77.6094,Alluvial,38.6,88,October,Sugarcane
27.497,78.1708,Saline,37.7,50,October,Maize
26.8116,77.9636,Red,29.0,88,October,Wheat
27.3422,77.676,Arid,22.4,60,October,Wheat
27.2321,77.8679,Alluvial,27.7,72,October,Sugarcane
27.577,78.4808,Saline,25.6,78,October,Vegetables
27.3887,77.6118,Peaty,25.7,47,October,Maize
27.6513,77.591,Arid,28.6,35,October,Fruits
26.7399,78.3471,Forest,31.2,73,October,Maize
27.058,77.532,Laterite,37.0,62,October,Vegetables
26.916,78.3595,Laterite,35.9,71,October,Maize
27.6639,78.2027,Forest,29.2,84,October,Millets
26.906,78.189,Saline,24.2,77,October,Rice
27.2444,78.2497,Alluvial,19.9,71,October,Sugarcane
26.838,78.44,Red,39.3,51,October,Millets
26.8609,77.6155,Red,26.5,88,October,Rice
26.7846,77.5432,Black,34.1,57,October,Millets
27.6023,78.2037,Saline,28.4,48,October,Cotton
27.155,77.5598,Black,19.3,61,October,Millets
27.4665,78.3037,Forest,30.0,82,October,Fruits
27.6288,77.7685,Arid,21.9,70,October,Millets
27.3201,78.1426,Alluvial,38.0,77,October,Sugarcane
27.1601,77.6201,Black,38.0,64,October,Cotton
27.3639,77.6967,Peaty,29.1,71,October,Sugarcane
27.2854,78.1197,Saline,24.4,81,November,Sugarcane
27.2865,78.127,Laterite,24.3,88,November,Maize
27.2867,78.3217,Red,19.8,69,November,Cotton
27.2728,77.8778,Black,16.8,41,November,Wheat
27.1646,78.4324,Laterite,21.8,45,November,Wheat
27.1446,78.0895,Red,28.4,48,November,Millets
27.6499,77.9789,Arid,15.0,39,November,Cotton
26.77,78.1124,Alluvial,33.6,46,November,Maize
27.6539,77.5806,Red,29.3,37,November,Millets
27.4003,78.2195,Arid,17.3,51,November,Vegetables
27.6794,78.4508,Black,16.4,65,November,Millets
26.9894,78.2098,Arid,37.5,65,November,Cotton
